SCIENTIFIC_NAME,COMMON_NAME,TAXON_ID,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES
Pachysylvia hypoxantha,Dusky-capped Greenlet,TC007425,ducgre1,species,17922.0,DCGR,PAHY,
Pachysylvia muscicapina,Buff-cheeked Greenlet,TC007426,bucgre1,species,17925.0,BCGR,PAMU,
Pachysylvia decurtata,Lesser Greenlet,TC007433,lesgre1,species,17929.0,LEGR,PADE,LESG
Vireolanius melitophrys,Chestnut-sided Shrike-Vireo,TC007437,cssvir1,species,17935.0,,VIME,CSSV
Vireolanius pulchellus,Green Shrike-Vireo,TC007438,grsvir1,species,17938.0,GSVI,VIPU,GRSV
Vireolanius eximius,Yellow-browed Shrike-Vireo,TC007439,ybsvir1,species,17942.0,,VIEX,YBSV
Vireolanius leucotis,Slaty-capped Shrike-Vireo,TC007440,scsvir1,species,17945.0,SCSV,VILE,
Cyclarhis gujanensis,Rufous-browed Peppershrike,TC007441,rubpep1,species,17950.0,,CYGU,RBPE
Cyclarhis nigrirostris,Black-billed Peppershrike,TC007447,blbpep1,species,17975.0,BBPE,CYNI,
Pitohui dichrous,Hooded Pitohui,TC007316,hoopit1,species,17977.01,HOPI,PIDI,
Pitohui kirhocephalus,Variable Pitohui,TC007320,varpit1,species,17977.04,NVPI VAPI,PIKI,
Oriolus melanotis,Timor Oriole,TC007448,timori1,species,17978.0,TIOR OBOR,ORME,
Oriolus bouroensis,Buru Oriole,TC012338,burori2,species,17982.0,BEOR BUOR,ORBO,
Oriolus decipiens,Tanimbar Oriole,TC012339,burori3,species,17983.0,TAOR,ORDE,
Oriolus forsteni,Seram Oriole,TC007450,serori1,species,17984.0,GCOR SEOR,ORFO,
Oriolus phaeochromus,Halmahera Oriole,TC007451,halori1,species,17985.0,HAOR DBOR,ORPH,
Oriolus szalayi,Brown Oriole,TC007452,broori1,species,17986.0,BROR,ORSZ,
Oriolus sagittatus,Olive-backed Oriole,TC007453,olbori1,species,17987.0,OBOR,ORSA,
Oriolus flavocinctus,Green Oriole,TC007454,greori1,species,17992.0,GROR YEOR,ORFL,
Oriolus xanthonotus,Dark-throated Oriole,TC007455,datori1,species,17997.0,DTOR,ORXA,
Oriolus albiloris,White-lored Oriole,TC007456,whlori1,species,18002.0,WLOR,ORAL,
Oriolus steerii,Philippine Oriole,TC007457,phiori1,species,18003.0,PHOR,ORST,
Oriolus isabellae,Isabela Oriole,TC007458,isaori1,species,18009.0,ISOR,ORIS,
Oriolus oriolus,Eurasian Golden Oriole,TC007459,eugori2,species,18010.0,EGOR,OROR,
Oriolus kundoo,Indian Golden Oriole,TC012572,ingori1,species,18012.0,IGOR,ORKU,
Oriolus auratus,African Golden Oriole,TC007460,afgori2,species,18013.0,AGOR,ORAU,
Oriolus chinensis,Black-naped Oriole,TC007461,blnori1,species,18016.0,BNOR,ORCH,
Oriolus tenuirostris,Slender-billed Oriole,TC007462,slbori1,species,18036.0,SBOR,ORTE,
Oriolus chlorocephalus,Green-headed Oriole,TC007463,grhori1,species,18037.0,GHOR,ORCH,
Oriolus crassirostris,Sao Tome Oriole,TC007464,satori1,species,18041.0,STOR,ORCR,
Oriolus brachyrhynchus,Western Black-headed Oriole,TC007465,wbhori1,species,18042.0,WEOR WBHO,ORBR,
Oriolus monacha,Ethiopian Black-headed Oriole,TC007466,dahori1,species,18045.0,ETOR EBHO,ORMO,
Oriolus larvatus,African Black-headed Oriole,TC007467,abhori1,species,18048.0,BHOR ABHO,ORLA,
Oriolus percivali,Black-tailed Oriole,TC007468,bltori1,species,18055.0,BTOR MOOR,ORPE,
Oriolus nigripennis,Black-winged Oriole,TC007469,blwori1,species,18056.0,BWOR,ORNI,
Oriolus xanthornus,Black-hooded Oriole,TC007470,blhori1,species,18057.0,BHOR,ORXA,
Oriolus hosii,Black Oriole,TC007471,blaori1,species,18063.0,BLOR,ORHO,
Oriolus cruentus,Black-and-crimson Oriole,TC007472,bacori1,species,18064.0,BACO,ORCR,
Oriolus traillii,Maroon Oriole,TC007473,marori2,species,18069.0,MAOR,ORTR,
Oriolus mellianus,Silver Oriole,TC007474,silori1,species,18074.0,SIOR,ORME,
Sphecotheres hypoleucus,Wetar Figbird,TC007476,wetfig1,species,18076.0,WEFI,SPHY,
Sphecotheres viridis,Green Figbird,TC007477,grnfig1,species,18077.0,GRFI,SPVI,
Sphecotheres vieilloti,Australasian Figbird,TC007478,ausfig1,species,18078.0,AUFI,SPVI,
Turnagra capensis,Piopio,TC007888,piopio1,species,18082.0,SIIP PIOP,TUCA,
Dicrurus ludwigii,Square-tailed Drongo,TC007480,sqtdro1,species,18083.0,STDR,DILU,
Dicrurus atripennis,Shining Drongo,TC007481,shidro1,species,18089.0,SHDR,DIAT,
Dicrurus adsimilis,Fork-tailed Drongo,TC007482,fotdro1,species,18090.0,FTDR,DIAD,
Dicrurus modestus,Velvet-mantled Drongo,TC007483,vemdro1,species,18095.0,VMDR,DIMO,
Dicrurus aldabranus,Aldabra Drongo,TC007484,alddro1,species,18099.0,ALDR,DIAL,
Dicrurus fuscipennis,Comoro Drongo,TC007485,comdro1,species,18100.0,CODR GCDR,DIFU,
Dicrurus forficatus,Crested Drongo,TC007486,credro1,species,18101.0,CRDR,DIFO,
Dicrurus waldenii,Mayotte Drongo,TC007487,maydro1,species,18104.0,MADR,DIWA,
Dicrurus macrocercus,Black Drongo,TC007488,bladro1,species,18105.0,BLDR,DIMA,
Dicrurus leucophaeus,Ashy Drongo,TC007489,ashdro1,species,18113.0,ASDR,DILE,
Dicrurus caerulescens,White-bellied Drongo,TC007491,whbdro1,species,18128.0,WBDR,DICA,
Dicrurus annectans,Crow-billed Drongo,TC007492,crbdro1,species,18132.0,CBDR,DIAN,
Dicrurus aeneus,Bronzed Drongo,TC007493,brodro1,species,18133.0,BRDR,DIAE,
Dicrurus remifer,Lesser Racket-tailed Drongo,TC007494,lrtdro1,species,18137.0,LRTD,DIRE,
Dicrurus hottentottus,Hair-crested Drongo,TC007495,hacdro1,species,18142.0,HCDR,DIHO,
Dicrurus balicassius,Balicassiao,TC007496,balica1,species,18151.0,BALI,DIBA,
Dicrurus montanus,Sulawesi Drongo,TC007497,suldro1,species,18155.0,SUDR,DIMO,
Dicrurus sumatranus,Sumatran Drongo,TC007498,sumdro1,species,18156.0,SUDR,DISU,
Dicrurus densus,Wallacean Drongo,TC007499,waldro1,species,18157.0,WADR,DIDE,
Dicrurus megarhynchus,Ribbon-tailed Drongo,TC007500,ritdro1,species,18164.0,RTDR PADR,DIME,
Dicrurus bracteatus,Spangled Drongo,TC007501,spadro1,species,18165.0,SPDR ASDR,DIBR,
Dicrurus menagei,Tablas Drongo,TC007502,tabdro1,species,18166.0,TADR,DIME,
Dicrurus andamanensis,Andaman Drongo,TC007503,anddro1,species,18183.0,ANDR,DIAN,
Dicrurus paradiseus,Greater Racket-tailed Drongo,TC007504,grtdro1,species,18186.0,GRTD,DIPA,
Dicrurus lophorinus,Sri Lanka Drongo,TC012805,srldro1,species,18200.5,SLDR,DILO,
Chaetorhynchus papuensis,Pygmy Drongo-Fantail,TC007479,papdro1,species,18201.5,PDFA PYDF DRFA,CHPA,
Lamprolia victoriae,Silktail,TC007650,silkta1,species,18202.0,SILK,LAVI,
Rhipidura atra,Black Fantail,TC007527,blafan1,species,18202.9,BLFA,RHAT,
Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,TC007510,bacfan1,species,18205.0,BACF,RHNI,
Rhipidura superciliaris,Mindanao Blue-Fantail,TC007507,blufan1,species,18208.0,MIBF MBFA,RHSU,
Rhipidura samarensis,Visayan Blue-Fantail,TC013288,visblf1,species,18211.0,VBFA VIBF,RHSA,
Rhipidura sauli,Tablas Fantail,TC013289,tabfan1,species,18212.0,TAFA,RHSA,
Rhipidura albiventris,Visayan Fantail,TC013287,visfan1,species,18213.0,VIFA,RHAL,
Rhipidura cyaniceps,Blue-headed Fantail,TC007508,blhfan1,species,18214.0,BHFA,RHCY,
Rhipidura perlata,Spotted Fantail,TC007517,spofan1,species,18217.0,SPFA,RHPE,
Rhipidura fuscorufa,Cinnamon-tailed Fantail,TC007520,citfan1,species,18218.0,CTFA,RHFU,
Rhipidura cockerelli,Cockerell's Fantail,TC007521,whwfan1,species,18219.0,COFA,RHCO,
Rhipidura rufiventris,Northern Fantail,TC007515,norfan1,species,18228.0,NOFA,RHRU,
Rhipidura diluta,Brown-capped Fantail,TC007519,brcfan1,species,18251.0,BCFA,RHDI,
Rhipidura threnothorax,Sooty Thicket-Fantail,TC007524,sotfan1,species,18254.0,SOTF STFA,RHTH,
Rhipidura maculipectus,Black Thicket-Fantail,TC007525,bltfan1,species,18256.0,BTFA BLTF,RHMA,
Rhipidura leucothorax,White-bellied Thicket-Fantail,TC007526,wbtfan1,species,18257.0,WBTF,RHLE,
Rhipidura leucophrys,Willie-wagtail,TC007518,wilwag1,species,18261.0,WIWA,RHLE,
Rhipidura javanica,Malaysian Pied-Fantail,TC007516,piefan1,species,18265.0,MAPF MPFA,RHJA,
Rhipidura nigritorquis,Philippine Pied-Fantail,TC013630,phipif1,species,18268.0,PPFA PHPF,RHNI,
Rhipidura albicollis,White-throated Fantail,TC007511,whtfan1,species,18268.1,WTFA,RHAL,
Rhipidura albogularis,Spot-breasted Fantail,TC007512,spbfan1,species,18279.0,WSFA SBFA,RHAL,
Rhipidura phoenicura,Rufous-tailed Fantail,TC007509,rutfan1,species,18280.0,RTFA,RHPH,
Rhipidura euryura,White-bellied Fantail,TC007513,whbfan1,species,18281.0,WBFA,RHEU,
Rhipidura aureola,White-browed Fantail,TC007514,whbfan2,species,18282.0,WBFA,RHAU,
Rhipidura rufidorsa,Rufous-backed Fantail,TC007543,rubfan1,species,18286.0,RBFA,RHRU,
Rhipidura brachyrhyncha,Dimorphic Fantail,TC007537,dimfan1,species,18290.0,DIFA,RHBR,
Rhipidura dahli,Bismarck Fantail,TC007545,bisfan1,species,18294.0,BIFA,RHDA,
Rhipidura matthiae,Mussau Fantail,TC007544,matfan1,species,18297.0,MUFA,RHMA,
Rhipidura malaitae,Malaita Fantail,TC007546,malfan1,species,18298.0,MAFA,RHMA,
Rhipidura teysmanni,Rusty-bellied Fantail,TC007538,ruffan2,species,18299.0,RBFA,RHTE,
Rhipidura superflua,Tawny-backed Fantail,TC007539,cibfan1,species,18302.0,TBFA,RHSU,
Rhipidura dedemi,Streak-breasted Fantail,TC007540,stbfan1,species,18303.0,SBFA,RHDE,
Rhipidura opistherythra,Long-tailed Fantail,TC007541,lotfan1,species,18304.0,LTFA,RHOP,
Rhipidura lepida,Palau Fantail,TC007542,palfan1,species,18304.5,PAFA,RHLE,
Rhipidura semirubra,Manus Fantail,TC007547,manfan2,species,18305.0,MAFA,RHSE,
Rhipidura rufifrons,Rufous Fantail,TC007548,ruffan1,species,18306.0,RUFA,RHRU,
Rhipidura dryas,Arafura Fantail,TC007549,arafan1,species,18330.0,ARFA,RHDR,
Rhipidura kubaryi,Pohnpei Fantail,TC007550,pohfan1,species,18342.0,POFA,RHKU,
Rhipidura albolimbata,Friendly Fantail,TC007522,frifan1,species,18343.0,FRFA,RHAL,
Rhipidura hyperythra,Chestnut-bellied Fantail,TC007523,chbfan1,species,18346.0,CBFA,RHHY,
Rhipidura drownei,Brown Fantail,TC007529,brofan1,species,18349.0,BRFA,RHDR,
Rhipidura verreauxi,Streaked Fantail,TC007534,strfan1,species,18351.5,STFA,RHVE,
Rhipidura tenebrosa,Dusky Fantail,TC007530,dusfan1,species,18356.0,MAFA DUFA,RHTE,
Rhipidura rennelliana,Rennell Fantail,TC007531,renfan1,species,18357.0,REFA,RHRE,
Rhipidura personata,Kadavu Fantail,TC007535,kanfan1,species,18358.0,KAFA,RHPE,
Rhipidura nebulosa,Samoan Fantail,TC007536,samfan1,species,18359.0,SAFA,RHNE,
Rhipidura albiscapa,Gray Fantail,TC007532,gryfan1,species,18361.0,GRFA,RHAL,
Rhipidura phasiana,Mangrove Fantail,TC007528,manfan1,species,18371.0,MAFA MGFA,RHPH,
Rhipidura fuliginosa,New Zealand Fantail,TC007533,nezfan1,species,18372.0,NZFA,RHFU,
Ifrita kowaldi,Blue-capped Ifrita,TC007895,bucifr1,species,18378.0,BCIF,IFKO,
Trochocercus nitens,Blue-headed Crested-Flycatcher,TC007554,bhcfly1,species,18386.0,BHCF,TRNI,
Trochocercus cyanomelas,African Crested-Flycatcher,TC007555,afcfly1,species,18389.0,ACFL AFCF BMCF,TRCY,
Hypothymis helenae,Short-crested Monarch,TC007556,shcmon1,species,18395.0,SCMO,HYHE,
Hypothymis azurea,Black-naped Monarch,TC007557,blnmon1,species,18399.0,BNMO,HYAZ,
Hypothymis puella,Pale-blue Monarch,TC007558,pabmon1,species,18423.0,PBMO,HYPU,
Hypothymis coelestis,Celestial Monarch,TC007559,celmon1,species,18426.0,CEMO,HYCO,
Eutrichomyias rowleyi,Cerulean Paradise-Flycatcher,TC007560,cepfly1,species,18427.0,CEPF CPFL,EURO,
Terpsiphone cyanescens,Blue Paradise-Flycatcher,TC007571,blpfly1,species,18428.0,BLPF BPFL,TECY,
Terpsiphone cinnamomea,Rufous Paradise-Flycatcher,TC007572,rupfly1,species,18428.5,RUPF RPFL,TECI,
Terpsiphone atrocaudata,Japanese Paradise-Flycatcher,TC007570,japfly1,species,18438.0,JAPF JPFL,TEAT,
Terpsiphone incei,Amur Paradise-Flycatcher,TC014906,amupaf1,species,18439.8,APFL AMPF,TEIN,
Terpsiphone affinis,Blyth's Paradise-Flycatcher,TC014907,blypaf1,species,18441.0,BLPF APFL BPFL,TEAF,
Terpsiphone bourbonnensis,Mascarene Paradise-Flycatcher,TC007569,mapfly2,species,18442.0,MAPF MPFL,TEBO,
Terpsiphone paradisi,Indian Paradise-Flycatcher,TC007573,aspfly1,species,18445.0,APFL IPFL INPF,TEPA,
Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher,TC007566,stpfly1,species,18456.0,STPF,TEAT,
Terpsiphone corvina,Seychelles Paradise-Flycatcher,TC007568,sepfly1,species,18457.0,SPFL SEPF,TECO,
Terpsiphone mutata,Madagascar Paradise-Flycatcher,TC007567,mapfly1,species,18457.2,MAPF MPFL,TEMU,
Terpsiphone rufiventer,Black-headed Paradise-Flycatcher,TC007561,bhpfly1,species,18465.0,BHPF RBPF,TERU,
Terpsiphone bedfordi,Bedford's Paradise-Flycatcher,TC007562,bepfly1,species,18473.0,BEPF BPFL,TEBE,
Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher,TC007563,rvpfly1,species,18477.0,RVPF,TERU,
Terpsiphone batesi,Bates's Paradise-Flycatcher,TC007564,batpaf1,species,18493.5,BAPF BPFL,TEBA,
Terpsiphone viridis,African Paradise-Flycatcher,TC007565,afpfly1,species,18493.7,APFL AFPF,TEVI,
Chasiempis sandwichensis,Hawaii Elepaio,TC007574,elepai,species,18494.0,,CHSA,HAEL
Chasiempis sclateri,Kauai Elepaio,TC007578,elepai5,species,18498.0,,CHSC,KAEL
Chasiempis ibidis,Oahu Elepaio,TC007579,elepai4,species,18499.0,,CHIB,OAEL
Pomarea nigra,Tahiti Monarch,TC014187,tahmon2,species,18502.0,TAMO,PONI,
Pomarea pomarea,Maupiti Monarch,TC014188,maumon1,species,18503.0,MAMO,POPO,
Pomarea dimidiata,Rarotonga Monarch,TC007580,rarmon1,species,18504.0,RAMO,PODI,
Pomarea fluxa,Eiao Monarch,TC014189,eiamon1,species,18505.0,EIMO,POFL,
Pomarea nukuhivae,Nuku Hiva Monarch,TC014190,nuhmon1,species,18505.5,NHMO,PONU,
Pomarea iphis,Iphis Monarch,TC014191,iphmon2,species,18506.0,IPMO,POIP,
Pomarea mira,Ua Pou Monarch,TC014192,uapmon1,species,18506.5,UPMO,POMI,
Pomarea mendozae,Marquesas Monarch,TC007583,marmon2,species,18507.0,MAMO,POME,
Pomarea whitneyi,Fatuhiva Monarch,TC007584,fatmon1,species,18508.0,FHMO FAMO,POWH,
Mayrornis versicolor,Ogea Monarch,TC007585,ogemon1,species,18509.0,VEMO OGMO,MAVE,
Mayrornis lessoni,Slaty Monarch,TC007586,slamon1,species,18510.0,SLMO,MALE,
Mayrornis schistaceus,Vanikoro Monarch,TC007587,vanmon1,species,18513.0,VAMO,MASC,
Neolalage banksiana,Buff-bellied Monarch,TC007588,bubmon1,species,18514.0,BBMO,NEBA,
Clytorhynchus pachycephaloides,Southern Shrikebill,TC007589,soushr2,species,18515.0,SOSH,CLPA,
Clytorhynchus hamlini,Rennell Shrikebill,TC007590,renshr1,species,18518.0,RESH,CLHA,
Clytorhynchus vitiensis,Fiji Shrikebill,TC007591,fijshr1,species,18519.0,FISH,CLVI,
Clytorhynchus nigrogularis,Black-throated Shrikebill,TC007592,bltshr1,species,18532.0,BTSH BTCS,CLNI,
Carterornis pileatus,White-naped Monarch,TC007594,whnmon1,species,18536.0,WNMO,CAPI,
Carterornis castus,Loetoe Monarch,TC007604,loemon1,species,18538.0,WNMO LOMO,CACA,
Carterornis leucotis,White-eared Monarch,TC007595,whemon1,species,18539.0,WEMO,CALE,
Carterornis chrysomela,Golden Monarch,TC007596,golmon1,species,18540.0,GOMO,CACH,
Metabolus rugensis,Truk Monarch,TC007593,trumon1,species,18541.9,TRMO CHMO,MERU,
Monarcha godeffroyi,Yap Monarch,TC007615,yapmon1,species,18542.0,YAMO,MOGO,
Monarcha takatsukasae,Tinian Monarch,TC007616,tinmon1,species,18543.0,TIMO,MOTA,
Monarcha cinerascens,Island Monarch,TC007598,islmon1,species,18545.0,ISMO,MOCI,
Monarcha richardsii,White-capped Monarch,TC007603,whcmon1,species,18547.0,WCMO,MORI,
Monarcha castaneiventris,Chestnut-bellied Monarch,TC007602,chbmon1,species,18547.5,CBMO,MOCA,
Monarcha erythrostictus,Bougainville Monarch,TC007601,boumon1,species,18551.0,BOMO,MOER,
Monarcha melanopsis,Black-faced Monarch,TC007600,blfmon1,species,18553.0,BFMO,MOME,
Monarcha frater,Black-winged Monarch,TC007599,blwmon1,species,18553.5,BWMO,MOFR,
Symposiachrus axillaris,Fantailed Monarch,TC007617,blamon1,species,18559.0,FAMO BLMO,SYAX,
Symposiachrus rubiensis,Rufous Monarch,TC007597,rufmon1,species,18565.0,RUMO,SYRU,
Symposiachrus sacerdotum,Flores Monarch,TC007606,flomon1,species,18567.0,FLMO,SYSA,
Symposiachrus boanensis,Black-chinned Monarch,TC007609,blcmon1,species,18569.0,BCMO,SYBO,
Symposiachrus trivirgatus,Spectacled Monarch,TC007619,spemon1,species,18571.0,SPMO,SYTR,
Symposiachrus leucurus,White-tailed Monarch,TC007610,whtmon1,species,18587.5,WTMO,SYLE,
Symposiachrus everetti,White-tipped Monarch,TC007607,whtmon2,species,18587.6,WTMO,SYEV,
Symposiachrus loricatus,Black-tipped Monarch,TC007608,bltmon2,species,18587.7,BTMO,SYLO,
Symposiachrus julianae,Kofiau Monarch,TC007611,blbmon1,species,18587.8,KOMO,SYJU,
Symposiachrus brehmii,Biak Monarch,TC007612,biamon1,species,18587.9,BIMO,SYBR,
Symposiachrus manadensis,Hooded Monarch,TC007620,hoomon1,species,18588.0,HOMO,SYMA,
Symposiachrus infelix,Manus Monarch,TC007621,manmon1,species,18588.3,MAMO,SYIN,
Symposiachrus menckei,White-breasted Monarch,TC007613,whbmon1,species,18591.0,WBMO MUMO,SYME,
Symposiachrus verticalis,Black-tailed Monarch,TC007622,bltmon1,species,18592.0,BTMO,SYVE,
Symposiachrus barbatus,Black-and-white Monarch,TC007624,bawmon1,species,18593.5,BAWM SOMO,SYBA,
Symposiachrus browni,Kulambangra Monarch,TC007623,kulmon1,species,18595.3,KUMO KOMO,SYBR,
Symposiachrus mundus,Black-bibbed Monarch,TC007605,blbmon2,species,18597.5,BBMO,SYMU,
Symposiachrus vidua,White-collared Monarch,TC007614,whcmon2,species,18617.0,WCMO,SYVI,
Symposiachrus guttula,Spot-winged Monarch,TC007618,spwmon1,species,18618.0,SWMO,SYGU,
Arses telescopthalmus,Frilled Monarch,TC007625,frimon1,species,18619.0,FRMO,ARTE,
Arses lorealis,Frill-necked Monarch,TC007626,frnmon1,species,18633.0,FNMO,ARLO,
Arses insularis,Ochre-collared Monarch,TC007627,rucmon1,species,18634.0,OCMO,ARIN,
Arses kaupi,Pied Monarch,TC007628,piemon1,species,18635.0,PIMO,ARKA,
Grallina cyanoleuca,Magpie-lark,TC007629,maglar1,species,18638.0,MALA,GRCY,
Grallina bruijni,Torrent-lark,TC007630,torlar1,species,18641.0,TOLA,GRBR,
Myiagra erythrops,Palau Flycatcher,TC007631,palfly3,species,18642.0,PAFL,MYER,
Myiagra freycineti,Guam Flycatcher,TC007632,guafly1,species,18643.0,GUFL,MYFR,
Myiagra pluto,Pohnpei Flycatcher,TC007633,pohfly1,species,18644.0,POFL,MYPL,
Myiagra oceanica,Oceanic Flycatcher,TC007634,ocefly1,species,18645.0,OCFL,MYOC,
Myiagra atra,Biak Flycatcher,TC007635,biafly1,species,18646.0,BBFL BIFL,MYAT,
Myiagra galeata,Moluccan Flycatcher,TC007636,molfly1,species,18647.0,MOFL,MYGA,
Myiagra rubecula,Leaden Flycatcher,TC007637,leafly2,species,18652.0,LEFL,MYRU,
Myiagra ferrocyanea,Steel-blue Flycatcher,TC007638,stbfly1,species,18659.0,SBFL,MYFE,
Myiagra cervinicauda,Ochre-headed Flycatcher,TC007639,ochfly1,species,18664.0,MAFL OHFL,MYCE,
Myiagra caledonica,Melanesian Flycatcher,TC007640,melfly1,species,18665.0,MEFL,MYCA,
Myiagra vanikorensis,Vanikoro Flycatcher,TC007641,vanfly1,species,18671.0,VAFL,MYVA,
Myiagra albiventris,Samoan Flycatcher,TC007642,samfly1,species,18677.0,SAFL,MYAL,
Myiagra azureocapilla,Blue-crested Flycatcher,TC007643,blcfly2,species,18678.0,ACFL BCFL,MYAZ,
Myiagra ruficollis,Broad-billed Flycatcher,TC007644,brbfly1,species,18682.0,BBFL,MYRU,
Myiagra cyanoleuca,Satin Flycatcher,TC007645,satfly1,species,18686.0,SAFL,MYCY,
Myiagra inquieta,Restless Flycatcher,TC007646,resfly1,species,18687.0,REFL,MYIN,
Myiagra nana,Paperbark Flycatcher,TC007647,papfly1,species,18688.0,PAFL,MYNA,
Myiagra alecto,Shining Flycatcher,TC007648,shifly1,species,18689.0,SHFL,MYAL,
Myiagra hebetior,Dull Flycatcher,TC007649,dulfly1,species,18697.0,DUFL VEFL,MYHE,
Platylophus galericulatus,Crested Jay,TC007651,crejay1,species,18704.0,CRJA,PLGA,
Platysmurus leucopterus,Black Magpie,TC007652,blamag1,species,18708.0,BLMA,PLLE,
Perisoreus infaustus,Siberian Jay,TC007653,sibjay1,species,18711.0,SIJA,PEIN,
Perisoreus internigrans,Sichuan Jay,TC007654,sicjay1,species,18721.0,SIJA,PEIN,
Perisoreus canadensis,Gray Jay,TC007655,gryjay,species,18722.0,GRJA,PECA,GRAJ
Cyanolyca mirabilis,White-throated Jay,TC007659,whtjay1,species,18735.0,,CYMI,WTJA
Cyanolyca nanus,Dwarf Jay,TC007660,dwajay1,species,18736.0,,CYNA,DWJA
Cyanolyca pumilo,Black-throated Jay,TC007661,bltjay1,species,18741.0,,CYPU,BTJA
Cyanolyca argentigula,Silvery-throated Jay,TC007662,sitjay1,species,18746.0,STJA,CYAR,STHJ
Cyanolyca cucullata,Azure-hooded Jay,TC007663,azhjay1,species,18755.0,,CYCU,AHJA
Cyanolyca pulchra,Beautiful Jay,TC007664,beajay1,species,18756.0,BEJA,CYPU,
Cyanolyca armillata,Black-collared Jay,TC007665,blcjay2,species,18758.0,BCJA,CYAR,
Cyanolyca turcosa,Turquoise Jay,TC007666,turjay1,species,18759.0,TUJA,CYTU,
Cyanolyca viridicyanus,White-collared Jay,TC007667,whcjay2,species,18760.0,WCJA,CYVI,
Calocitta colliei,Black-throated Magpie-Jay,TC007668,btmjay,species,18762.0,,CACO,BTMJ
Calocitta formosa,White-throated Magpie-Jay,TC007669,wtmjay1,species,18763.0,,CAFO,WTMJ
Psilorhinus morio,Brown Jay,TC007671,brnjay,species,18767.5,,PSMO,BRJA
Cyanocorax dickeyi,Tufted Jay,TC007672,tufjay1,species,18768.0,,CYDI,TUJA
Cyanocorax affinis,Black-chested Jay,TC007673,blcjay1,species,18769.0,BCJA,CYAF,BCHJ
Cyanocorax yncas,Green Jay,TC007674,grnjay,species,18772.0,GRJA,CYYN,GREJ
Cyanocorax melanocyaneus,Bushy-crested Jay,TC007677,bucjay1,species,18792.0,BCJA,CYME,BCRJ
Cyanocorax sanblasianus,San Blas Jay,TC007678,sabjay,species,18795.0,,CYSA,SBJA
Cyanocorax yucatanicus,Yucatan Jay,TC007679,yucjay1,species,18798.0,,CYYU,YUJA
Cyanocorax beecheii,Purplish-backed Jay,TC007680,pubjay1,species,18801.0,,CYBE,PBJA
Cyanocorax cyanomelas,Purplish Jay,TC007681,purjay1,species,18802.0,PUJA,CYCY,
Cyanocorax caeruleus,Azure Jay,TC007682,azujay1,species,18803.0,AZJA,CYCA,
Cyanocorax violaceus,Violaceous Jay,TC007683,viojay1,species,18804.0,VIJA,CYVI,
Cyanocorax cristatellus,Curl-crested Jay,TC007684,cucjay1,species,18807.0,CCJA,CYCR,
Cyanocorax mystacalis,White-tailed Jay,TC007685,whtjay2,species,18808.0,WTJA,CYMY,
Cyanocorax cayanus,Cayenne Jay,TC007686,cayjay1,species,18809.0,CAJA,CYCA,
Cyanocorax heilprini,Azure-naped Jay,TC007687,aznjay1,species,18810.0,ANJA,CYHE,
Cyanocorax chrysops,Plush-crested Jay,TC007688,plcjay1,species,18811.0,PCJA,CYCH,
Cyanocorax cyanopogon,White-naped Jay,TC007689,whnjay1,species,18815.0,WNJA,CYCY,
Gymnorhinus cyanocephalus,Pinyon Jay,TC007690,pinjay,species,18815.5,,GYCY,PIJA
Cyanocitta stelleri,Steller's Jay,TC007691,stejay,species,18816.0,,CYST,STJA
Cyanocitta cristata,Blue Jay,TC007696,blujay,species,18831.0,,CYCR,BLJA
Aphelocoma coerulescens,Florida Scrub-Jay,TC007698,flsjay,species,18837.0,FSJA,APCO,FLSJ
Aphelocoma insularis,Island Scrub-Jay,TC007699,issjay,species,18838.0,ISJA,APIN,ISSJ
Aphelocoma californica,Western Scrub-Jay,TC007700,wesjay,species,18839.0,WSJA CSJA,APCA,WESJ
Aphelocoma wollweberi,Mexican Jay,TC012633,mexjay4,species,18858.0,,APWO,MEJA
Aphelocoma ultramarina,Transvolcanic Jay,TC007707,mexjay3,species,18866.0,,APUL,TRJA
Aphelocoma unicolor,Unicolored Jay,TC007708,unijay1,species,18869.0,,APUN,UNJA
Garrulus glandarius,Eurasian Jay,TC007710,eurjay1,species,18877.0,EUJA,GAGL,
Garrulus lanceolatus,Black-headed Jay,TC007711,blhjay1,species,18918.0,BHJA,GALA,
Garrulus lidthi,Lidth's Jay,TC007712,lidjay1,species,18919.0,LIJA,GALI,
Cyanopica cooki,Iberian Magpie,TC012248,azwmag3,species,18920.0,IBMA,CYCO,
Cyanopica cyanus,Azure-winged Magpie,TC007713,azwmag2,species,18921.0,AWMA,CYCY,
Urocissa ornata,Sri Lanka Blue-Magpie,TC007714,ceymag1,species,18930.0,SLBM,UROR,
Urocissa caerulea,Taiwan Blue-Magpie,TC007715,formag1,species,18931.0,TABM TBMA,URCA,
Urocissa flavirostris,Yellow-billed Blue-Magpie,TC007716,gobmag1,species,18932.0,YBBM,URFL,
Urocissa erythrorhyncha,Red-billed Blue-Magpie,TC007717,rbbmag,species,18937.0,RBBM,URER,
Urocissa whiteheadi,White-winged Magpie,TC007718,whwmag1,species,18943.0,WWMA,URWH,
